Date,True Values,Predicted Values
2021-06-14,8.09,8.044863
2021-06-15,8.06,8.017477
2021-06-16,8.06,7.9943366
2021-06-17,8.05,7.997502
2021-06-18,8.05,7.9866195
2021-06-21,8.05,8.004646
2021-06-22,8.04,7.9895144
2021-06-23,8.0,7.9767976
2021-06-24,8.01,7.9574323
2021-06-25,8.02,7.9582634
2021-06-28,7.96,7.944742
2021-06-29,7.91,7.9206576
2021-06-30,7.93,7.874262
2021-07-01,7.9,7.8741374
2021-07-02,7.88,7.8368278
2021-07-05,7.86,7.8304386
2021-07-06,7.87,7.808296
2021-07-07,7.82,7.798932
2021-07-08,7.68,7.7298603
2021-07-09,7.65,7.6286335
2021-07-12,7.66,7.615408
2021-07-13,7.7,7.6228075
2021-07-14,7.64,7.632433
2021-07-15,7.64,7.5939713
2021-07-16,7.65,7.5904837
2021-07-19,7.63,7.5781174
2021-07-21,7.61,7.5734544
2021-07-22,7.61,7.5508137
2021-07-23,7.62,7.5622344
2021-07-26,7.58,7.5571637
2021-07-27,7.53,7.513174
2021-07-28,7.6,7.5149508
2021-07-29,7.72,7.6831703
2021-07-30,7.61,7.688508
2021-08-02,7.68,7.604776
2021-08-03,7.64,7.6266804
2021-08-04,7.61,7.573986
2021-08-05,7.59,7.5554047
2021-08-06,7.58,7.5339737
2021-08-09,7.57,7.5428
2021-08-11,7.61,7.559827
2021-08-12,7.61,7.571046
2021-08-13,7.64,7.58016
2021-08-16,7.66,7.603841
2021-08-17,7.35,7.3730755
2021-08-18,7.35,7.314727
2021-08-19,7.34,7.3142366
2021-08-20,7.34,7.290747
2021-08-23,7.33,7.2889423
2021-08-24,7.43,7.3653135
2021-08-25,7.45,7.393855
2021-08-26,7.52,7.442975
2021-08-27,7.51,7.481399
2021-08-30,7.52,7.481345
2021-09-01,7.55,7.4900875
2021-09-02,7.64,7.554883
2021-09-03,7.71,7.629099
2021-09-06,7.63,7.6755776
2021-09-07,7.65,7.6132627
2021-09-08,7.57,7.5908346
2021-09-09,7.54,7.5099993
2021-09-10,7.55,7.5176954
2021-09-13,7.57,7.505437
2021-09-14,7.5,7.5058365
2021-09-15,7.52,7.4563637
2021-09-17,7.42,7.437761
2021-09-20,7.36,7.3585434
2021-09-21,7.34,7.3098307
2021-09-22,7.33,7.304946
2021-09-23,7.37,7.308605
2021-09-24,7.38,7.3269434
2021-09-27,7.39,7.3472843
2021-09-28,7.4,7.3660183
2021-09-29,7.36,7.3340397
2021-09-30,7.38,7.3205643
2021-10-01,7.34,7.3219485
2021-10-04,7.34,7.3038135
2021-10-05,7.33,7.2865925
2021-10-06,7.34,7.3131456
2021-10-07,7.34,7.2961063
2021-10-08,7.37,7.308962
2021-10-11,7.43,7.382961
2021-10-12,7.79,7.5498867
2021-10-13,7.77,7.7279196
2021-10-14,7.83,7.7319984
2021-10-15,7.8,7.759088
2021-10-18,7.78,7.7389474
2021-10-20,7.75,7.7240486
2021-10-21,7.6,7.667348
2021-10-22,7.6,7.5503597
2021-10-25,7.63,7.5643845
2021-10-26,7.53,7.5593204
2021-10-27,7.6,7.5248747
2021-10-28,7.54,7.536334
2021-10-29,7.51,7.506013
2021-11-01,7.09,7.2698364
2021-11-02,6.97,7.0119314
2021-11-03,6.98,6.9459953
2021-11-05,6.83,6.920959
2021-11-08,6.9,6.8291845
2021-11-09,6.82,6.8484187
2021-11-10,6.79,6.806165
2021-11-11,6.79,6.764262
2021-11-12,6.82,6.7805347
2021-11-15,6.82,6.8122168
2021-11-16,6.8,6.780218
2021-11-17,6.73,6.751344
2021-11-18,6.62,6.6880183
2021-11-19,6.58,6.600066
2021-11-22,6.6,6.602483
2021-11-23,6.42,6.5662656
2021-11-24,6.42,6.4305334
2021-11-25,6.52,6.469773
2021-11-26,6.48,6.5252314
2021-11-29,6.41,6.440701
2021-11-30,6.45,6.465577
2021-12-01,6.38,6.453574
2021-12-02,6.41,6.4065876
2021-12-06,6.42,6.42805
2021-12-07,6.39,6.4414067
2021-12-08,6.4,6.4247303
2021-12-09,6.42,6.430612
2021-12-10,6.41,6.452118
2021-12-13,6.56,6.53425
2021-12-14,6.43,6.54445
2021-12-15,6.36,6.43585
2021-12-16,6.35,6.4039807
2021-12-17,6.25,6.35159
2021-12-20,6.17,6.2867947
2021-12-21,6.18,6.219591
2021-12-22,6.2,6.244654
2021-12-23,6.27,6.27451
2021-12-24,6.3,6.314322
2021-12-27,6.39,6.3765464
2021-12-28,6.46,6.4459324
2021-12-29,6.61,6.579318
2021-12-30,6.58,6.5934095
2021-12-31,6.55,6.602406
2022-01-03,6.46,6.5356903
2022-01-04,6.44,6.4957304
2022-01-05,6.42,6.458925
2022-01-06,6.39,6.4250097
2022-01-07,6.35,6.402043
2022-01-10,6.33,6.375116
2022-01-11,6.36,6.397992
2022-01-12,6.4,6.4352612
2022-01-13,6.38,6.427456
2022-01-14,6.36,6.3865776
2022-01-17,6.32,6.3905225
2022-01-19,6.21,6.330075
2022-01-20,6.22,6.2637424
2022-01-21,6.2,6.25326
2022-01-24,6.2,6.253926
2022-01-25,6.18,6.234784
2022-01-26,6.18,6.225511
2022-01-27,6.16,6.2263193
2022-01-28,6.18,6.221567
2022-01-31,6.26,6.2848587
2022-02-03,6.44,6.375184
2022-02-04,6.39,6.4394383
2022-02-07,6.46,6.4360113
2022-02-08,6.46,6.47082
2022-02-09,6.48,6.4972286
2022-02-10,6.46,6.4936357
2022-02-11,6.45,6.4779806
2022-02-14,6.48,6.4742236
2022-02-15,6.55,6.518949
2022-02-16,6.59,6.58102
2022-02-17,6.4,6.435739
2022-02-18,6.37,6.404604
2022-02-21,6.38,6.3767023
2022-02-22,6.35,6.382961
2022-02-23,6.35,6.363249
2022-02-24,6.22,6.344145
2022-02-25,6.28,6.294611
2022-02-28,6.31,6.3370323
2022-03-01,6.29,6.3429685
2022-03-02,6.29,6.327161
2022-03-03,6.3,6.316901
2022-03-04,6.25,6.3154016
2022-03-07,6.22,6.2868586
2022-03-08,6.17,6.235879
2022-03-09,6.19,6.2224817
2022-03-10,6.21,6.248215
2022-03-11,6.21,6.2435913
2022-03-14,6.21,6.2126603
2022-03-15,6.39,6.3135138
2022-03-16,6.87,6.6065245
2022-03-17,6.96,6.863568
2022-03-18,6.77,6.87576
2022-03-21,7.02,6.870656
2022-03-22,6.93,6.9395375
2022-03-23,6.92,6.9317317
2022-03-24,6.97,6.908924
2022-03-25,6.95,6.9506435
2022-03-28,6.82,6.888642
2022-03-29,6.97,6.8473253
2022-03-30,7.0,6.9252567
2022-03-31,7.07,6.982964
2022-04-01,7.09,7.0263786
2022-04-04,7.1,7.0608225
2022-04-05,7.15,7.075372
2022-04-06,7.14,7.0912275
2022-04-07,7.12,7.074808
2022-04-08,7.08,7.044533
2022-04-11,7.08,7.012969
2022-04-12,7.01,7.00491
2022-04-13,6.98,6.9678946
2022-04-14,6.99,6.9394064
2022-04-15,7.01,6.962824
2022-04-18,6.96,6.956532
2022-04-20,7.02,6.9428763
2022-04-21,7.0,6.9836426
2022-04-22,7.0,6.9608564
2022-04-25,6.99,6.952569
2022-04-26,7.04,6.967595
2022-04-27,6.93,6.9417253
2022-04-28,6.95,6.905937
2022-04-29,6.99,6.87875
2022-05-05,6.84,6.8874836
2022-05-06,6.79,6.7973814
2022-05-09,6.75,6.763745
2022-05-10,6.83,6.741046
2022-05-11,6.79,6.7915354
2022-05-12,6.75,6.7914686
2022-05-13,6.8,6.751544
2022-05-17,6.78,6.7697263
2022-05-18,6.82,6.7761183
2022-05-19,6.75,6.769088
2022-05-20,6.8,6.75638
2022-05-23,6.81,6.771354
2022-05-24,6.75,6.742849
2022-05-25,6.77,6.744076
2022-05-26,6.79,6.7550282
2022-05-27,6.77,6.76205
2022-05-30,6.78,6.7512436
2022-05-31,6.62,6.7203717
2022-06-01,6.76,6.681757
2022-06-02,6.62,6.6938457
2022-06-03,6.68,6.642707
2022-06-07,6.67,6.657829
2022-06-08,6.66,6.661743
2022-06-09,6.62,6.656616
2022-06-10,6.56,6.603283
2022-06-13,6.53,6.55595
2022-06-14,6.49,6.497327
2022-06-15,6.49,6.5147123
2022-06-16,6.4,6.500889
2022-06-17,6.35,6.4039807
2022-06-20,6.38,6.387926
2022-06-21,6.37,6.3994455
2022-06-22,6.41,6.406739
2022-06-23,6.52,6.4506955
2022-06-24,6.54,6.5214047
2022-06-27,6.62,6.5773973
2022-06-28,6.56,6.5880013
2022-06-29,6.6,6.5483475
2022-06-30,6.63,6.5979424
2022-07-01,6.54,6.59484
2022-07-04,6.49,6.52829
2022-07-05,6.47,6.503881
2022-07-06,6.39,6.4597206
2022-07-07,6.38,6.4010034
2022-07-08,6.35,6.396761
2022-07-12,6.31,6.368546
2022-07-13,6.3,6.343972
2022-07-14,6.3,6.3511367
2022-07-15,6.25,6.31476
2022-07-18,6.25,6.3042207
2022-07-19,6.22,6.268356
2022-07-20,6.27,6.2857256
2022-07-21,6.4,6.342617
2022-07-22,6.49,6.446953
2022-07-25,6.42,6.475998
2022-07-26,6.4,6.4253254
2022-07-27,6.4,6.4095855
2022-07-28,6.43,6.448292
2022-07-29,6.53,6.5035696
2022-08-01,6.6,6.5494614
2022-08-02,6.53,6.572904
2022-08-03,6.5,6.5150433
2022-08-04,6.57,6.5267897
2022-08-05,6.54,6.5617933
2022-08-08,6.58,6.5667987
2022-08-09,6.58,6.571211
2022-08-10,6.51,6.5671926
2022-08-11,6.37,6.4223413
2022-08-12,6.38,6.401095
2022-08-15,6.4,6.4056354
2022-08-16,6.48,6.445225
2022-08-17,6.54,6.5072346
2022-08-18,6.46,6.5304136
2022-08-19,6.48,6.4886146
2022-08-22,6.45,6.481602
2022-08-23,6.5,6.4749236
2022-08-24,6.45,6.4854946
2022-08-25,6.47,6.463928
2022-08-26,6.49,6.490303
2022-08-29,6.45,6.4854946
2022-08-30,6.4,6.45493
2022-09-01,6.37,6.4244165
2022-09-02,6.42,6.4322376
2022-09-05,6.41,6.455837
2022-09-06,6.4,6.4221673
2022-09-07,6.37,6.407271
2022-09-08,6.45,6.4185524
2022-09-09,6.46,6.4702487
2022-09-12,6.49,6.490115
2022-09-13,6.43,6.4854565
2022-09-14,6.38,6.433879
2022-09-15,6.25,6.376546
2022-09-19,6.26,6.3012257
2022-09-20,6.39,6.341712
2022-09-21,6.31,6.388891
2022-09-22,6.28,6.3274913
2022-09-23,6.27,6.3265567
2022-09-26,6.26,6.314389
2022-09-27,6.25,6.2943473
2022-09-28,6.22,6.290165
2022-09-29,6.21,6.27072
2022-09-30,6.21,6.265456
2022-10-03,6.2,6.239348
2022-10-04,6.21,6.2455583
2022-10-05,6.25,6.268592
2022-10-06,6.31,6.322638
2022-10-07,6.3,6.310322
2022-10-11,6.21,6.292517
2022-10-12,6.18,6.2546854
2022-10-13,6.17,6.227908
2022-10-14,6.17,6.217286
2022-10-17,6.12,6.1914263
2022-10-18,6.11,6.1798
2022-10-19,6.12,6.1567483
2022-10-20,6.0,6.173233
2022-10-21,6.3,6.182971
2022-10-25,6.38,6.3504524
2022-10-26,6.34,6.4011283
2022-10-27,6.42,6.4023957
2022-10-28,6.4,6.428802
2022-10-31,6.45,6.4342966
2022-11-01,6.4,6.4201193
2022-11-02,6.42,6.4214582
2022-11-03,6.28,6.3997517
2022-11-04,6.3,6.31627
2022-11-07,6.4,6.357046
2022-11-08,6.33,6.371848
2022-11-09,6.42,6.423362
2022-11-10,6.38,6.4233565
2022-11-11,6.48,6.4479837
2022-11-14,6.38,6.473217
2022-11-15,6.4,6.4208703
2022-11-16,6.4,6.439163
2022-11-17,6.4,6.428045
2022-11-21,6.5,6.417147
2022-11-22,6.48,6.488266
2022-11-23,6.48,6.4752007
2022-11-24,7.0,6.7223473
2022-11-25,6.89,6.9374647
2022-11-29,6.94,6.886841
2022-11-30,6.9,6.8954506
2022-12-01,6.95,6.9065757
2022-12-02,6.97,6.9087095
2022-12-05,6.89,6.9172153
2022-12-06,6.85,6.8392806
2022-12-07,6.85,6.8350143
2022-12-08,6.78,6.7911797
2022-12-09,6.71,6.7418904
2022-12-12,6.67,6.693056
2022-12-13,6.7,6.669428
2022-12-14,6.72,6.7175484
2022-12-15,6.71,6.702651
2022-12-16,6.76,6.698693
2022-12-19,6.76,6.7277317
2022-12-20,6.75,6.743396
2022-12-21,6.73,6.736781
2022-12-22,6.75,6.71376
2022-12-23,6.75,6.7356086
2022-12-27,6.67,6.7148056
2022-12-28,6.65,6.6557283
2022-12-29,6.65,6.6686625
2022-12-30,6.65,6.6690893
